,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.012690895,0.0034005246,0.017564736,0.006832427,0.009586646,0.0049186735,0.008252021,0.076038115,0.01964109,0.019339,0.027917415,0.044048507,0.09208079,0.011548129,0.019600132,0.031422988,0.018822178,6.21296e-05,0.010091022,0.018708522,0.0067532845,0.016532542,0.006237102,0.057036255,0.014999703,0.0347481,0.03513386,0.046251167,0.08998804,0.015634479,0.011283023,0.21283647
1,0.0026668557,0.0023876096,0.011224829,0.005890227,0.0072743697,0.00031201786,0.017607242,0.0630242,0.0005057691,0.03394572,0.0031727003,0.031776834,0.02019756,0.0008178525,0.01066206,0.07450371,0.035659347,0.016423674,0.03430353,0.042605445,0.008818815,0.010130504,0.028179763,0.08779176,0.009813473,0.0380037,0.024355475,0.067582175,0.049060028,0.016327918,0.03863444,0.20634036
2,0.0014378591,0.00048839214,0.003863184,0.0047176452,0.00903144,0.003317658,0.015259794,0.0465529,0.0005508042,0.016759388,0.00070569274,0.028500348,0.0030258868,8.3644845e-05,0.010923149,0.09118312,0.032705855,0.026298638,0.039910205,0.010290374,0.020842908,0.028650412,0.046764914,0.099391825,0.006417466,0.013535339,0.014751818,0.08810295,0.01723032,0.004796525,0.07176794,0.24214159
3,0.0020570275,0.00014970094,0.002010972,0.005447047,0.0036668796,0.008414095,0.0120872585,0.030236918,0.00047613954,0.007799038,0.002074038,0.017723015,0.0014431061,0.0012746156,0.010276644,0.109686255,0.030591708,0.042510793,0.032603867,0.023175925,0.018888634,0.08567874,0.049974557,0.09683122,0.0008547444,0.011449538,0.001916766,0.08056825,0.013982066,0.00081701466,0.07934784,0.21598561
4,0.003024467,0.0003813758,0.004489524,0.004629871,0.0009135881,0.011337442,0.008901298,0.020042006,0.00013674806,0.00045478737,0.0040888223,0.009057108,0.0007312547,0.003937655,0.007977962,0.11800314,0.028869722,0.04854202,0.020430122,0.03304341,0.014020437,0.14030655,0.046872474,0.09678595,0.005642959,0.040017657,0.020975612,0.06801702,0.016874544,0.0028430244,0.05149898,0.16715248
5,0.0027263514,0.00039412154,0.0068433527,0.0032152615,0.0038935726,0.0134603055,0.006568583,0.014021573,0.0008687078,0.00617794,0.0051752124,0.0025136028,0.00017598917,0.0062534544,0.006494458,0.12211391,0.008771433,0.044576105,0.00056305656,0.035537593,0.010862413,0.18802655,0.057173718,0.096946135,0.0041819485,0.06434429,0.03914838,0.063343465,0.01471574,0.015173705,0.01133859,0.14440046
6,0.0022830728,0.00045040835,0.007094074,0.0018308138,0.0046663326,0.012955106,0.004343034,0.0099665485,0.003699757,0.009910194,0.0041436027,0.0040344168,0.0008596014,0.0066913636,0.006731025,0.11348843,0.028979382,0.036599677,0.022545742,0.03640139,0.009155289,0.18081221,0.068933316,0.0808644,0.019303048,0.072325505,0.038981397,0.04206038,0.009972504,0.02503541,0.005866578,0.129016
7,0.0017180566,0.0028822054,0.004148668,0.0017863826,0.0050060116,0.012772349,0.0019108709,0.008544324,0.0063570673,0.0105082365,0.0021995334,0.014830819,0.00306288,0.004293133,0.0073466343,0.109962784,0.08009821,0.041662607,0.029815502,0.047380764,0.0017134141,0.13804875,0.0552553,0.05792974,0.036778893,0.079686515,0.022117378,0.016037313,0.005210053,0.020814871,0.0056054974,0.16451526
8,0.0014158699,0.0014032221,0.00022128981,0.0048871776,0.0040659294,0.007032963,0.0007914445,0.0064635514,0.0050664847,0.0073571326,0.0010741097,0.021471396,0.0045970795,0.001460671,0.004724299,0.09502312,0.11964064,0.028927881,0.020363746,0.029773599,0.01860341,0.0331451,0.00894736,0.019173307,0.09461511,0.09938922,0.005273854,0.10511148,0.02632094,0.0023551227,0.00578534,0.21551816
9,0.0046814005,0.0023762966,0.00021303077,0.0022698364,0.001699397,0.0032666835,0.0008768546,0.0045877323,0.0008755386,0.0024443446,0.00095524493,0.013042589,0.0024011133,0.0012873361,0.0008018894,0.07127037,0.16863829,0.00829655,0.011180681,0.023602981,0.049865443,0.017448423,0.013069238,0.007989159,0.12976226,0.07109114,0.01982064,0.09430919,0.00064667925,0.012730715,0.074225225,0.18427375
