,Epoch,Train MSE,Train RMSE,mse_val,rmse_val,mae_val
0,0.0,3769.65283203125,61.397498581222756,3214.7744140625,56.69898071449345,53.788795471191406
1,1.0,2892.7145751953126,53.78396206301013,2526.609375,50.26538943448066,46.972923278808594
2,2.0,2240.7029541015627,47.33606399038224,1964.48291015625,44.32248763501717,40.550682067871094
3,3.0,1724.938037109375,41.53237336234681,1504.6761474609375,38.790155290497836,34.4130859375
4,4.0,1350.4309936523437,36.74821075443461,1141.4346923828125,33.78512531252197,28.77056121826172
5,5.0,1010.7730285644532,31.79265683399947,871.944091796875,29.528699459963946,24.122222900390625
6,6.0,784.6516906738282,28.011634916117057,679.339599609375,26.06414394545455,20.607742309570312
7,7.0,615.6411010742188,24.81211601363775,545.2444458007812,23.350469926765527,18.14559555053711
8,8.0,503.6122100830078,22.44130589076776,455.3927917480469,21.339934202055236,16.502948760986328
9,9.0,418.51600646972656,20.457663758839292,398.02325439453125,19.950520153482998,15.418804168701172
10,10.0,368.97747192382815,19.208786320947716,322.2315673828125,17.950809658141118,13.013504028320312
11,11.0,298.0121322631836,17.263027899623623,273.4222412109375,16.535484305303473,11.868448257446289
12,12.0,250.4976821899414,15.827118568771178,223.5469207763672,14.951485570884493,9.934690475463867
13,13.0,209.79141693115236,14.484178158637526,189.95526123046875,13.782425810809531,8.965845108032227
14,14.0,175.7209213256836,13.255976815221262,160.39764404296875,12.664819147661317,7.902707099914551
15,15.0,149.9820442199707,12.246715650327262,141.4247589111328,11.892214213977681,7.696371555328369
16,16.0,131.66839904785155,11.47468513937753,121.16720581054688,11.007597640291312,6.776365756988525
17,17.0,110.35030746459961,10.504775459980076,103.9744873046875,10.19678808766209,5.923640251159668
18,18.0,99.58832168579102,9.97939485569095,91.59410858154297,9.570481105019903,5.5681257247924805
19,19.0,86.89076538085938,9.321521623686735,80.6278305053711,8.979300112223173,5.2206645011901855
20,20.0,77.46818313598632,8.80160116887753,71.40132141113281,8.44993026072599,4.813415050506592
21,21.0,66.19562149047852,8.13606916701662,62.875633239746094,7.929415693463554,4.407270908355713
22,22.0,59.71431465148926,7.727503778807828,56.57171630859375,7.521417174216157,4.264318466186523
23,23.0,52.85825805664062,7.270368495244283,51.023887634277344,7.143100701675523,4.008829593658447
24,24.0,48.308352661132815,6.950421042004061,45.61085891723633,6.753581192022224,3.718202829360962
25,25.0,44.18984203338623,6.647544060281679,41.445926666259766,6.437851090718064,3.530066728591919
26,26.0,39.9926456451416,6.323973880807984,37.03952407836914,6.0860105223676,3.239764928817749
27,27.0,33.595686721801755,5.796178630943128,34.54644012451172,5.877621978701226,3.8586432933807373
28,28.0,32.64733695983887,5.713784819175366,29.130950927734375,5.397309600878421,3.173306465148926
29,29.0,27.4504976272583,5.239322248846534,25.37798309326172,5.037656508066198,2.7519454956054688
30,30.0,25.816645908355714,5.081008355469977,23.633928298950195,4.861473881339917,2.7077219486236572
31,31.0,22.973676490783692,4.7930863220667845,21.6168155670166,4.64938873046948,2.5349349975585938
32,32.0,21.340201473236085,4.619545591639516,19.822978973388672,4.45230041365008,2.395181179046631
33,33.0,19.178314685821533,4.379305274335364,19.324522018432617,4.395966562478907,2.518596887588501
34,34.0,18.050884628295897,4.24863326592163,17.581594467163086,4.19304119550036,2.365375280380249
35,35.0,16.25156650543213,4.031323170552335,16.090076446533203,4.011243753068767,2.160287857055664
36,36.0,16.5998496055603,4.074291301019148,18.208070755004883,4.26709160377474,2.773375988006592
37,37.0,16.51246385574341,4.063553107287194,16.748924255371094,4.092544960702459,2.6387593746185303
38,38.0,14.840426635742187,3.8523274310139044,14.1349515914917,3.7596478015223314,2.2034523487091064
39,39.0,13.61365852355957,3.6896691618029345,13.250484466552734,3.640121490630874,2.0906362533569336
40,40.0,12.691625213623047,3.5625307316040162,12.053417205810547,3.4718031634599544,1.8975008726119995
41,41.0,12.460580539703368,3.5299547503761812,13.055397987365723,3.6132254271448,2.3003649711608887
42,42.0,12.2593355178833,3.501333391421517,10.830484390258789,3.290970129043834,1.8078455924987793
43,43.0,10.906825351715089,3.3025483117912278,10.308218955993652,3.2106415178268737,1.7927628755569458
44,44.0,10.257051467895508,3.202663183648182,10.534085273742676,3.2456255596945676,1.9637125730514526
45,45.0,10.473981571197509,3.2363531283216775,9.924482345581055,3.150314642314487,1.88316011428833
46,46.0,9.666559600830078,3.1091091329881104,9.980803489685059,3.159240967334568,1.9371647834777832
47,47.0,9.626532173156738,3.1026653337343264,9.075295448303223,3.0125231033642255,1.7631908655166626
48,48.0,8.833731937408448,2.9721594737511055,8.302542686462402,2.8814133140635,1.6368361711502075
49,49.0,8.512777090072632,2.917666377444932,8.484278678894043,2.912778515248635,1.7796536684036255
50,50.0,8.919839096069335,2.9866099671817437,8.029558181762695,2.8336475048535403,1.7094308137893677
51,51.0,8.168272590637207,2.8580189975990726,7.742025852203369,2.78244961359651,1.675944209098816
52,52.0,8.745453596115112,2.957271309182692,8.121868133544922,2.84988914407998,1.806148648262024
53,53.0,8.304342699050903,2.881725646041084,8.03329086303711,2.834306063754779,1.843359112739563
54,54.0,7.705963897705078,2.775961796874207,6.855713367462158,2.6183417209108053,1.57517671585083
55,55.0,7.822683334350586,2.7969060288737957,9.02918815612793,3.004860754865012,2.1105735301971436
56,56.0,8.375279092788697,2.8940074451854296,6.825361251831055,2.61253923450559,1.6206161975860596
57,57.0,7.004811191558838,2.6466603846279253,6.3148722648620605,2.5129409592869587,1.542608618736267
58,58.0,6.662060880661011,2.5810968367461555,6.037820816040039,2.457197756803477,1.4820899963378906
59,59.0,5.973649334907532,2.4441050171601737,5.764825820922852,2.401005168866334,1.4392753839492798
60,60.0,5.922845315933228,2.4336896507018366,5.662587642669678,2.379619222201249,1.4559463262557983
61,61.0,5.91260552406311,2.431584981871518,5.524508953094482,2.3504273979628647,1.4354065656661987
62,62.0,5.859665155410767,2.4206745248816013,5.651918411254883,2.3773763713923977,1.4942607879638672
63,63.0,5.868317365646362,2.4224610142675904,5.605221748352051,2.3675349518754842,1.5030865669250488
64,64.0,5.505611515045166,2.3464039539357167,6.230968952178955,2.4961908885698136,1.6831549406051636
65,65.0,5.5335533857345585,2.3523506085901733,4.9966959953308105,2.2353290575060334,1.391263484954834
66,66.0,5.221853923797608,2.285137615942989,5.04350471496582,2.2457748584766506,1.4362257719039917
67,67.0,5.14253420829773,2.2677156365597804,5.934842109680176,2.4361531375675414,1.6546043157577515
68,68.0,5.391462755203247,2.32195235851282,5.110953330993652,2.260741765658708,1.4598603248596191
69,69.0,5.273772883415222,2.2964696565413667,5.102797985076904,2.2589373574928775,1.4623812437057495
70,70.0,5.046430706977844,2.2464262077748836,5.200442790985107,2.280447936477636,1.538845181465149
71,71.0,5.203948259353638,2.281216399062929,5.643059253692627,2.375512419182991,1.6971404552459717
72,72.0,4.84902241230011,2.202049593515121,4.4165263175964355,2.101553310671998,1.3332419395446777
73,73.0,4.600624704360962,2.1449066889636392,4.412963390350342,2.1007054506404135,1.3464878797531128
74,74.0,4.891911244392395,2.2117665438269913,5.174670696258545,2.2747902532450204,1.6016422510147095
75,75.0,5.234498357772827,2.287902611076972,4.544551372528076,2.1317953402069523,1.3954887390136719
76,76.0,4.765876770019531,2.183088814047548,4.707345485687256,2.1696417874126723,1.470324993133545
77,77.0,4.568161296844482,2.1373257348482197,4.228725910186768,2.0563866149600294,1.3388117551803589
78,78.0,4.378423523902893,2.0924682850411123,4.083975791931152,2.0208849031875005,1.2932515144348145
79,79.0,4.22990312576294,2.0566728290525305,4.074981689453125,2.018658388497946,1.3296517133712769
80,80.0,4.181017017364502,2.044753534625751,4.291570663452148,2.0716106447525675,1.4162315130233765
81,81.0,4.251601052284241,2.061941088461123,3.9562690258026123,1.989037210763693,1.309312105178833
82,82.0,4.4140173435211185,2.100956292625127,5.098416328430176,2.2579673001242013,1.6400984525680542
83,83.0,4.4891698360443115,2.118766111689611,3.784506320953369,1.945380765031198,1.2675769329071045
84,84.0,3.853360819816589,1.9629979164065838,3.8667428493499756,1.9664035316663708,1.3004252910614014
85,85.0,4.163046336174011,2.040354463365131,4.27883768081665,2.0685351533915615,1.4593487977981567
86,86.0,4.288673615455627,2.070911300721406,3.9300239086151123,1.9824287903012083,1.3413710594177246
87,87.0,4.148822093009949,2.0368657523287954,4.666263103485107,2.160153490723543,1.5584765672683716
88,88.0,4.047860431671142,2.011929529499267,3.7832601070404053,1.9450604378888603,1.275763750076294
89,89.0,3.7809195041656496,1.9444586660985235,3.5560050010681152,1.8857372566368082,1.232633352279663
90,90.0,3.6664314746856688,1.9147928020247174,3.4414968490600586,1.8551271786753756,1.2132618427276611
91,91.0,3.6619771480560304,1.9136293131262465,4.391692638397217,2.0956365711633342,1.462330937385559
92,92.0,4.257302618026733,2.063323197666021,4.0698370933532715,2.017383724865766,1.3658417463302612
93,93.0,4.051195025444031,2.0127580643097747,3.6498374938964844,1.9104547871898159,1.278430461883545
94,94.0,3.858665871620178,1.9643487143631546,3.5574073791503906,1.8861090581274431,1.257432460784912
95,95.0,3.6254995822906495,1.9040744686830526,3.44442081451416,1.8559150881746072,1.2417455911636353
96,96.0,3.4529539585113525,1.8582125708624815,3.6706864833831787,1.9159035683935606,1.297789454460144
97,97.0,4.111336016654969,2.0276429707063737,3.788179636001587,1.9463246481513783,1.3462742567062378
98,98.0,4.02411196231842,2.006018933688917,3.691751003265381,1.9213929851192288,1.3129678964614868
99,99.0,3.9415480375289915,1.9853332308529446,3.830381155014038,1.9571359572124871,1.3782821893692017
100,100.0,3.8851783752441404,1.971085582932446,3.8291356563568115,1.9568177371326159,1.371804118156433
101,101.0,3.8963484287261965,1.9739170268089277,3.3096437454223633,1.8192426296188102,1.237898588180542
102,102.0,3.699845242500305,1.9234981784499576,3.3875181674957275,1.8405211673587802,1.2347489595413208
103,103.0,3.3682146072387695,1.83526962793993,3.3014543056488037,1.81699045282269,1.2151412963867188
104,104.0,3.389532446861267,1.8410682895702883,3.5175364017486572,1.8755096378714393,1.3017152547836304
105,105.0,3.3429615974426268,1.8283767657248948,3.2623300552368164,1.8061921423915055,1.224547266960144
106,106.0,3.249362659454346,1.8025988626020892,3.286074638366699,1.8127533308110895,1.2431559562683105
107,107.0,3.148631715774536,1.7744384226494128,3.2378122806549072,1.7993921975641962,1.2424098253250122
108,108.0,3.228360176086426,1.7967638064271068,3.254828453063965,1.8041143126376347,1.239796757698059
109,109.0,3.366689109802246,1.834853975062388,3.4303841590881348,1.8521296280466264,1.3017938137054443
110,110.0,3.1341888189315794,1.7703640357089214,3.256941318511963,1.8046997862558645,1.231784462928772
111,111.0,3.3379924297332764,1.8270173589031047,3.1772780418395996,1.7824920874549766,1.2015265226364136
112,112.0,3.291874146461487,1.8143522663643592,3.2422468662261963,1.8006240213398788,1.2179261445999146
113,113.0,3.0984700441360475,1.7602471542757987,3.4537787437438965,1.8584344873424774,1.3044005632400513
114,114.0,3.271476149559021,1.8087222422359441,3.037863254547119,1.7429467159231,1.1683608293533325
115,115.0,3.2429978132247923,1.800832533364719,3.0857138633728027,1.7566200110931227,1.2064427137374878
116,116.0,3.3198014974594114,1.8220322438034435,3.3727967739105225,1.8365175670029739,1.2795493602752686
117,117.0,3.1634835243225097,1.7786184313456637,3.2960240840911865,1.815495547802634,1.2393193244934082
118,118.0,3.00320041179657,1.7329744406068341,3.704524040222168,1.924714015177883,1.3415478467941284
119,119.0,3.416491222381592,1.8483752926236576,3.224107503890991,1.7955799909474908,1.2570570707321167
120,120.0,3.1753679752349853,1.7819562214698164,3.1737663745880127,1.7815067708510155,1.223933458328247
121,121.0,3.385329246520996,1.8399264242140216,4.586476802825928,2.1416061269117455,1.6258546113967896
122,122.0,4.073547005653381,2.0183030014478454,5.030281066894531,2.2428288090923325,1.6862040758132935
123,123.0,3.908586525917053,1.9770145487368203,3.3603644371032715,1.8331296836566886,1.2834367752075195
124,124.0,3.3256137371063232,1.8236265344379927,3.552238702774048,1.884738364541362,1.377394437789917
125,125.0,3.3493345737457276,1.830118732144373,3.420384407043457,1.8494281297318522,1.2897475957870483
126,126.0,3.2258186101913453,1.7960564050695471,3.156730890274048,1.7767191365756287,1.2131023406982422
127,127.0,3.069613528251648,1.7520312577838468,3.16766357421875,1.7797931268039975,1.2495707273483276
128,128.0,3.0226969957351684,1.7385905198565785,3.0701258182525635,1.7521774505604628,1.1978813409805298
129,129.0,3.106022393703461,1.7623911012324878,3.1664693355560303,1.779457595885901,1.242226481437683
130,130.0,3.0600707292556764,1.7493057849488969,3.130012273788452,1.769184070069718,1.2508485317230225
131,131.0,2.9974974393844604,1.7313282298236983,3.2467126846313477,1.8018636698239263,1.2713710069656372
132,132.0,3.0708123207092286,1.7523733394197791,3.082794427871704,1.7557888335080913,1.220706582069397
133,133.0,2.9453284740448,1.716195931135137,2.8689565658569336,1.6937994467636757,1.1405072212219238
134,134.0,3.020827031135559,1.738052654880041,2.8938486576080322,1.7011315815092118,1.1770234107971191
135,135.0,3.2308024406433105,1.7974433066562379,3.1273016929626465,1.768417850216019,1.2365669012069702
136,136.0,2.8720611572265624,1.6947156567479285,3.0543267726898193,1.747663232058688,1.1878470182418823
137,137.0,2.8812234878540037,1.697416710137497,3.8180158138275146,1.9539743636566766,1.3995448350906372
138,138.0,3.2135635137557985,1.7926414905819286,3.8494772911071777,1.9620084839539247,1.4675003290176392
139,139.0,3.107953095436096,1.76293876678576,2.872809410095215,1.6949364029647882,1.15816068649292
140,140.0,2.803072762489319,1.674237964713893,2.985092878341675,1.7277421330573828,1.1951372623443604
141,141.0,2.69446120262146,1.641481404896644,2.9613821506500244,1.7208666859027821,1.19582200050354
142,142.0,2.720177674293518,1.6492961147997403,2.9785096645355225,1.7258359321023313,1.184097170829773
143,143.0,2.7781452417373655,1.6667769022089807,3.6321840286254883,1.9058289610102708,1.419715166091919
144,144.0,2.997087264060974,1.7312097689364434,2.8364408016204834,1.684173625734735,1.1365519762039185
145,145.0,2.7523463487625124,1.6590196951098901,2.819373369216919,1.6790989754082155,1.1403534412384033
146,146.0,2.8493180871009827,1.687992324360802,3.343251943588257,1.8284561639777577,1.3444101810455322
147,147.0,3.125664973258972,1.7679550258021193,3.4205915927886963,1.8494841423458317,1.3456130027770996
148,148.0,3.3340640544891356,1.825941963614708,3.5710387229919434,1.8897192180300075,1.334860920906067
149,149.0,3.1284591436386107,1.7687450759333891,3.6505331993103027,1.9106368569956726,1.4199488162994385
